560	88.38	100.00	560	68.08	91.96	560	92.25	98.93
570	87.82	100.00	570	68.82	92.11	570	92.25	98.95
580	87.82	100.00	580	70.66	92.07	580	92.44	98.79
590	88.01	100.00	590	70.11	91.69	590	92.44	98.81
600	88.01	100.00	600	71.77	91.50	600	92.62	98.83
610	87.82	100.00	610	71.77	91.31	610	92.80	98.69
620	88.01	100.00	620	71.59	91.77	620	92.99	98.87
630	88.01	100.00	630	73.25	92.06	630	92.99	98.73
640	88.01	100.00	640	73.43	91.88	640	93.36	98.59
650	88.01	100.00	650	73.25	91.23	650	92.99	98.62
660	88.56	100.00	660	72.51	90.91	660	92.99	98.48
670	88.38	100.00	670	72.32	91.49	670	92.80	98.66
680	88.56	100.00	680	73.25	91.18	680	93.17	98.68
690	88.38	100.00	690	71.77	91.45	690	92.99	98.70
700	88.75	100.00	700	72.69	91.00	700	93.17	98.71
710	88.56	100.00	710	71.59	91.27	710	92.80	98.59
720	89.11	100.00	720	71.77	90.97	720	92.62	98.75
730	89.30	100.00	730	72.14	90.68	730	92.25	98.90
740	89.48	100.00	740	72.51	91.08	740	92.80	99.05
750	89.48	100.00	750	72.69	91.60	750	92.80	99.07
760	89.85	100.00	760	73.62	91.97	760	92.62	98.95
770	89.67	100.00	770	73.25	91.82	770	92.80	98.96
780	89.85	100.00	780	73.43	92.05	780	92.44	98.97
790	89.48	100.00	790	74.35	92.15	790	92.62	98.99
800	89.30	100.00	800	72.88	92.00	800	92.62	98.88
810	88.93	100.00	810	74.91	92.47	810	92.80	98.89
820	89.30	100.00	820	72.32	93.54	820	92.80	98.90
830	89.48	100.00	830	71.40	93.13	830	92.99	98.80
840	89.30	100.00	840	72.69	93.33	840	93.17	98.81
850	89.11	100.00	850	72.51	93.29	850	93.17	98.82
860	88.93	100.00	860	72.51	93.37	860	92.99	98.72
870	89.11	100.00	870	75.28	92.87	870	93.17	98.74
880	88.93	100.00	880	76.20	92.95	880	93.17	98.75
890	89.11	100.00	890	74.91	92.13	890	93.36	98.76
900	89.11	100.00	900	74.35	93.11	900	93.36	98.78
910	89.48	100.00	910	73.62	92.75	910	93.36	98.79
920	89.48	100.00	920	73.80	92.17	920	93.54	98.91
930	89.48	100.00	930	72.32	92.58	930	93.54	98.82
940	90.22	100.00	940	74.17	92.77	940	92.99	98.83
950	90.22	100.00	950	71.96	93.05	950	93.17	98.84
960	90.22	100.00	960	72.69	93.02	960	93.17	98.85
970	89.85	100.00	970	74.72	93.20	970	93.17	98.87
980	90.04	100.00	980	75.28	93.27	980	93.17	98.88
990	89.85	100.00	990	75.28	93.43	990	93.36	98.89
1000	90.22	100.00	1000	73.62	93.40	1000	93.54	99.00
1010	90.41	100.00	1010	74.35	92.87	1010	93.36	99.01
1020	90.22	100.00	1020	74.91	92.84	1020	93.17	99.02
1030	90.04	100.00	1030	75.09	92.91	1030	93.36	99.03
1040	90.22	100.00	1040	75.65	93.17	1040	93.73	99.13
1050	90.22	100.00	1050	76.75	93.14	1050	94.10	99.14
